package,installed,loadable,package_native_code,package_r_code,package_code,runnable_code,runnable_files,runnable_code_examples,runnable_code_vignettes,runnable_code_tests,runnable_files_examples,runnable_files_vignettes,runnable_files_tests,coverage_expr,coverage_line,runnable_success,runnable_error,runnable_time,runnable_rate,funs_private,funs_public,funs,revdeps,funs_with_assert,asserts
Mapinguari,TRUE,TRUE,0,455,455,119,16,59,0,60,12,0,4,0.753968253968254,0.8135593220338984,13,0,202.8149999999999,1,0,12,12,NA,NA,NA
MAPLES,TRUE,TRUE,0,579,579,90,10,90,0,0,10,0,0,0.7459349593495935,0.7490196078431373,10,0,27.799999999999997,1,0,8,8,NA,NA,NA
mapmisc,TRUE,TRUE,0,10593,10593,1110,23,208,596,306,17,2,4,0.6771099744245526,0.6834979875594585,23,0,238.149,1,34,26,60,NA,NA,NA
mapplots,TRUE,TRUE,0,462,462,223,22,223,0,0,22,0,0,0.7829457364341085,0.7759562841530054,22,0,24.403999999999996,1,0,24,24,NA,1,2
mapproj,TRUE,TRUE,1944,113,2057,48,2,48,0,0,2,0,0,0.6880811496196112,0.6934548467274234,2,0,1.3559999999999999,1,0,3,3,11,NA,NA
mapr,TRUE,TRUE,0,688,688,59,13,18,0,41,7,1,5,0.23,0.25,9,0,4.280000000000001,1,69,8,77,NA,NA,NA
mapReasy,FALSE,FALSE,0,156,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
maps,TRUE,TRUE,1591,1122,2713,133,24,133,0,0,24,0,0,0.6362545018007203,0.6240179573512907,23,1,7.676000000000005,0.9583333333333334,31,20,51,57,NA,NA
mapsapi,TRUE,TRUE,0,789,789,93,13,56,37,0,12,1,0,0.5439739413680782,0.6549192364170338,13,0,14.311000000000003,1,11,8,19,NA,1,2
mapsRinteractive,TRUE,TRUE,0,265,265,49,11,49,0,0,11,0,0,0.7018181818181817,0.6682242990654206,11,0,7.582000000000006,1,2,14,16,NA,NA,NA
mapStats,FALSE,FALSE,0,419,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
maptools,TRUE,TRUE,2975,6156,9131,970,57,875,95,0,56,1,0,0.4922474294108046,0.4880536537655442,57,0,27.044000000000015,1,128,89,217,87,16,27
maptree,TRUE,TRUE,0,695,695,74,10,74,0,0,10,0,0,0.8044217687074829,0.7979094076655052,10,0,2.1580000000000013,1,0,11,11,1,NA,NA
mapview,TRUE,TRUE,347,4865,5212,213,17,79,0,134,14,0,3,0.3080357142857143,0.2752808988764045,15,0,3.1429999999999993,1,139,44,183,5,4,4
mAr,TRUE,TRUE,0,185,185,17,4,17,0,0,4,0,0,0.927536231884058,0.9305555555555556,4,0,0.9509999999999987,1,0,4,4,1,NA,NA
mar1s,TRUE,TRUE,0,185,185,157,8,157,0,0,8,0,0,1,1,8,0,5.022999999999998,1,4,8,12,NA,NA,NA
march,TRUE,TRUE,0,4274,4274,95,20,46,0,49,10,0,10,0.14994968131499498,0.12420624841249682,10,0,4.1579999999999995,1,104,15,119,NA,NA,NA
marcher,TRUE,TRUE,0,932,932,248,11,144,104,0,10,1,0,0.8023407022106632,0.8060747663551402,11,0,33.639,1,20,18,38,NA,NA,NA
marelac,TRUE,TRUE,212,1017,1229,769,49,470,299,0,48,1,0,0.8085106382978722,0.8382352941176471,49,0,17.694999999999993,1,7,44,51,2,NA,NA
MareyMap,TRUE,TRUE,0,2945,2945,83,12,83,0,0,11,1,0,0.12381852551984877,0.11012861736334405,7,5,0.9750000000000002,0.5833333333333334,55,86,141,NA,NA,NA
marg,TRUE,TRUE,0,2718,2718,193,23,193,0,0,23,0,0,0.564736499674691,0.5737908226539893,23,0,5.825000000000007,1,1,35,36,1,NA,NA
MargCond,TRUE,TRUE,0,434,434,42,2,42,0,0,2,0,0,0.8901960784313725,0.8888888888888888,2,0,5.727,1,0,11,11,NA,NA,NA
MarginalMediation,TRUE,TRUE,0,532,532,78,5,21,19,38,2,1,2,0.6913183279742765,0.7215496368038741,4,0,52.204,1,23,10,33,NA,2,2
margins,TRUE,TRUE,0,1729,1729,691,15,62,112,517,6,1,8,0.6567357512953368,0.6515151515151516,7,1,37.802,0.875,64,4,68,NA,1,1
marima,TRUE,TRUE,0,1484,1484,221,16,221,0,0,16,0,0,0.7871747211895911,0.782307025151778,16,0,10.024000000000001,1,11,17,28,NA,NA,NA
marindicators,FALSE,FALSE,0,997,997,NA,NA,NA,NA,NA,NA,NA,NA,0.9437751004016064,0.9390986601705238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
markdown,TRUE,TRUE,4204,471,4675,289,14,104,163,22,9,2,3,0.5458452722063037,0.5198911934716083,13,1,1.3729999999999962,0.9285714285714286,7,9,16,29,NA,NA
markdownInput,TRUE,TRUE,0,50,50,50,2,50,0,0,2,0,0,0,0,2,0,0.366000000000001,1,0,3,3,NA,NA,NA
marked,TRUE,TRUE,713,5899,6612,424,22,313,111,0,21,1,0,0.2864721485411141,0.28721067747930396,22,0,268.59999999999997,1,51,62,113,1,NA,NA
MarketMatching,TRUE,TRUE,0,386,386,55,3,55,0,0,3,0,0,0.9017543859649123,0.9093655589123867,3,0,30.228999999999992,1,8,2,10,NA,NA,NA
marketr,TRUE,TRUE,0,156,156,56,5,28,28,0,4,1,0,1,1,5,0,3.804,1,1,4,5,NA,NA,NA
markmyassignment,TRUE,TRUE,0,591,591,408,13,19,29,360,4,2,7,0.9570405727923628,0.9586206896551723,8,0,23.562,1,27,16,43,NA,NA,NA
markophylo,TRUE,TRUE,154,1150,1304,441,8,62,124,255,5,1,2,0.43584305408271473,0.44052863436123346,7,0,70.25,1,6,5,11,NA,NA,NA
markovchain,FALSE,FALSE,3587,2333,5920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MarkowitzR,TRUE,TRUE,0,176,176,361,7,75,210,76,3,2,2,0.9919354838709676,0.9937888198757764,6,0,31.779000000000007,1,7,3,10,NA,NA,NA
marl,TRUE,TRUE,0,178,178,27,9,27,0,0,9,0,0,0.9056603773584907,0.8854961832061069,6,3,1.0409999999999988,0.6666666666666666,0,8,8,NA,NA,NA
marmap,TRUE,TRUE,0,1305,1305,NA,NA,NA,NA,NA,NA,NA,NA,0.6169989506820567,0.6441717791411042,NA,NA,NA,NA,0,44,44,1,NA,NA
marqLevAlg,TRUE,TRUE,224,592,816,71,7,40,0,31,6,0,1,0.8299212598425197,0.8358008075370121,7,0,10.705999999999998,1,8,4,12,NA,NA,NA
MARSS,TRUE,TRUE,0,8687,8687,331,48,329,2,0,44,4,0,0.5492895204262878,0.5276608102221577,48,0,49.397999999999996,1,99,24,123,NA,NA,NA
MARX,TRUE,TRUE,0,1185,1185,73,18,73,0,0,18,0,0,0.7610294117647058,0.7621951219512195,18,0,11.222999999999994,1,7,17,24,NA,NA,NA
maSAE,TRUE,TRUE,0,984,984,482,14,39,41,402,8,1,5,0.9280575539568345,0.9229607250755287,9,2,10.716999999999999,0.8181818181818182,1,2,3,NA,NA,NA
mase,FALSE,FALSE,0,693,693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MaskJointDensity,TRUE,TRUE,0,935,935,626,32,626,0,0,32,0,0,0.1519756838905775,0.14086471408647142,32,0,2411.8129999999996,1,0,28,28,NA,NA,NA
mason,TRUE,TRUE,0,455,455,518,15,63,36,419,6,1,8,0.8118811881188119,0.8348623853211009,8,0,7.658999999999998,1,25,9,34,NA,3,4
MASS,TRUE,TRUE,649,5193,5842,1051,92,815,0,236,82,0,10,0.7210609125646212,0.7124708871479991,NA,NA,NA,NA,138,78,216,1133,NA,NA
Massign,TRUE,TRUE,0,79,79,133,6,26,0,107,2,0,4,0.9183673469387756,0.9375,3,0,2.4300000000000015,1,0,3,3,NA,NA,NA
MASSTIMATE,TRUE,TRUE,0,233,233,30,8,30,0,0,8,0,0,0.4432432432432433,0.4388888888888889,8,0,1.118999999999996,1,0,12,12,NA,NA,NA
mastif,TRUE,TRUE,289,10827,11116,115,8,110,5,0,7,1,0,NA,NA,7,1,2936.5969999999993,0.875,136,7,143,NA,NA,NA
MAT,TRUE,TRUE,427,411,838,27,4,27,0,0,4,0,0,0.7946611909650924,0.8024691358024691,4,0,5.9559999999999995,1,0,6,6,NA,NA,NA
MATA,TRUE,TRUE,0,43,43,21,1,21,0,0,1,0,0,0.5405405405405406,0.4,1,0,3.556,1,2,1,3,NA,NA,NA
matahari,TRUE,TRUE,0,152,152,109,13,11,12,86,7,1,5,0.7333333333333333,0.6,9,0,3.221000000000001,1,7,7,14,1,NA,NA
matchbook,TRUE,TRUE,0,503,503,32,14,13,0,19,13,0,1,0.002531645569620253,0.00303951367781155,13,0,0.4780000000000011,1,1,13,14,NA,1,3
Matching,TRUE,TRUE,3961,3626,7587,217,11,82,0,135,7,0,4,0.4557434658466945,0.48516439454691257,11,0,7.233,1,33,12,45,5,NA,NA
matchingMarkets,FALSE,FALSE,3360,2569,5929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
matchingR,TRUE,TRUE,439,345,784,523,16,167,75,281,10,1,5,0.9232736572890026,0.9295774647887324,12,0,4.950000000000001,1,19,18,37,NA,NA,NA
MatchIt,TRUE,TRUE,0,1728,1728,232,4,1,0,231,1,1,2,0.2937062937062937,0.27753623188405796,3,0,55.67000000000001,1,53,6,59,4,NA,NA
MatchIt.mice,TRUE,TRUE,0,570,570,133,17,133,0,0,17,0,0,0.16565656565656567,0.14978902953586498,17,0,211.88500000000002,1,10,9,19,NA,NA,NA
MatchLinReg,FALSE,FALSE,0,539,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
matchmaker,TRUE,TRUE,0,341,341,541,8,68,63,410,3,1,4,0.995850622406639,0.99633699633699635,5,0,4.982,1,5,3,8,NA,NA,NA
matchMulti,FALSE,FALSE,0,798,798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MatchThem,TRUE,TRUE,0,911,911,82,10,82,0,0,9,1,0,0,0,6,4,90.848,0.6,31,7,38,NA,NA,NA
matconv,TRUE,TRUE,0,827,827,508,15,30,113,365,4,3,8,0.960431654676259,0.9596977329974812,8,0,3.286999999999999,1,37,4,41,NA,NA,NA
mateable,TRUE,TRUE,269,1365,1634,166,16,69,97,0,15,1,0,0.7470956210902593,0.748890860692103,16,0,8.739999999999997,1,10,14,24,NA,NA,NA
mathgraph,TRUE,TRUE,0,598,598,55,14,55,0,0,14,0,0,0.680672268907563,0.6923076923076923,14,0,0.7139999999999987,1,0,31,31,NA,NA,NA
mathpix,TRUE,TRUE,0,84,84,31,4,3,0,28,2,0,2,0.5084745762711864,0.5645161290322581,3,0,3.187000000000001,1,1,4,5,NA,NA,NA
matie,FALSE,FALSE,198,654,852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
matlab,TRUE,TRUE,0,1297,1297,887,78,176,0,711,39,0,39,0.7648809523809522,0.7565415244596132,78,0,9.598000000000003,1,14,43,57,11,1,1
matlabr,TRUE,TRUE,0,177,177,15,4,15,0,0,4,0,0,0.33333333333333326,0.4471544715447154,4,0,0.883,1,0,11,11,1,2,3
matlib,FALSE,FALSE,0,1464,1464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MatManlyMix,TRUE,TRUE,4963,610,5573,14,4,14,0,0,4,0,0,0,0,4,0,0.799999999999999,1,2,2,4,NA,NA,NA
matpow,TRUE,TRUE,0,152,152,2,2,2,0,0,2,0,0,0,0,2,0,0.4979999999999999,1,3,11,14,1,NA,NA
matR,TRUE,TRUE,0,938,938,662,20,84,0,578,14,0,6,NA,NA,19,1,8.030000000000003,0.95,12,45,57,NA,NA,NA
matricks,TRUE,TRUE,87,203,290,309,22,115,84,110,18,1,3,0.9448275862068966,0.9272727272727272,18,2,1.4700000000000009,0.9,3,26,29,NA,NA,NA
Matrix,TRUE,TRUE,39785,13378,53163,6499,135,1646,169,4684,113,5,17,NA,NA,130,5,47.62599999999999,0.9629629629629629,362,134,496,681,30,39
Matrix.utils,TRUE,TRUE,0,187,187,111,6,52,0,59,4,0,2,0.8296296296296296,0.8357142857142857,5,0,11.976000000000004,1,3,5,8,NA,NA,NA
matrixcalc,TRUE,TRUE,0,1034,1034,329,60,329,0,0,60,0,0,0.7159420289855073,0.7187948350071736,60,0,1.3069999999999953,1,0,60,60,54,NA,NA
MatrixCorrelation,TRUE,TRUE,159,421,580,58,9,58,0,0,9,0,0,0.7806267806267806,0.7717391304347827,9,0,6.667000000000004,1,6,17,23,1,NA,NA
MatrixEQTL,TRUE,TRUE,0,1950,1950,283,7,283,0,0,7,0,0,0.7078152753108349,0.7264957264957265,7,0,6.119,1,16,16,32,1,1,45
matrixLaplacian,TRUE,TRUE,0,14,14,4,1,4,0,0,1,0,0,1,1,1,0,1.706,1,0,1,1,NA,NA,NA
MatrixLDA,TRUE,TRUE,158,457,615,223,4,223,0,0,4,0,0,0.9502262443438912,0.9609507640067911,4,0,15.137999999999998,1,10,4,14,NA,NA,NA
MatrixModels,TRUE,TRUE,0,658,658,107,14,103,0,4,13,0,1,0.6078431372549019,0.6497584541062803,14,0,8.078000000000005,1,9,14,23,4,3,5
matrixNormal,TRUE,TRUE,0,190,190,122,9,67,41,14,5,1,3,0.7007874015748031,0.7142857142857143,8,0,2.2899999999999974,1,5,11,16,NA,1,1
matrixpls,TRUE,TRUE,0,2136,2136,291,9,291,0,0,8,1,0,NA,NA,6,3,10.770000000000001,0.6666666666666666,39,48,87,NA,NA,NA
matrixProfile,TRUE,TRUE,0,81,81,24,5,24,0,0,5,0,0,0.9852941176470589,0.984375,5,0,1.3859999999999997,1,0,5,5,NA,NA,NA
matrixsampling,TRUE,TRUE,0,735,735,97,12,97,0,0,12,0,0,0.4647887323943662,0.45348837209302323,12,0,27.355999999999995,1,17,12,29,NA,4,4
matrixStats,TRUE,TRUE,5797,1838,7635,5713,118,409,0,5304,24,1,93,0.9135977337110481,0.903448275862069,117,0,108.18399999999994,1,3,105,108,88,NA,NA
matrixStrucTest,TRUE,TRUE,0,335,335,59,2,59,0,0,2,0,0,0.7268518518518519,0.7418181818181818,2,0,6.243,1,6,4,10,NA,NA,NA
matrixTests,TRUE,TRUE,0,1491,1491,5086,37,42,0,5044,12,0,25,NA,NA,13,0,11.898000000000001,1,22,38,60,1,NA,NA
matsbyname,FALSE,FALSE,0,968,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
matsindf,FALSE,FALSE,0,325,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MatSkew,TRUE,TRUE,0,244,244,3,1,3,0,0,1,0,0,0.7619047619047619,0.7808219178082192,1,0,10.195,1,12,1,13,NA,NA,NA
MATTOOLS,TRUE,TRUE,0,609,609,4,2,4,0,0,2,0,0,0,0,2,0,0.388,1,0,21,21,NA,NA,NA
MatTransMix,TRUE,TRUE,4165,529,4694,4,2,4,0,0,2,0,0,0,0,2,0,3.29,1,7,4,11,NA,NA,NA
mau,TRUE,TRUE,0,519,519,209,12,154,55,0,11,1,0,0.9509433962264151,0.9617977528089887,12,0,8.464,1,0,15,15,NA,NA,NA
mauricer,TRUE,TRUE,0,93,93,90,8,59,31,0,7,1,0,0.17142857142857143,0.08571428571428572,8,0,0.37900000000000034,1,0,7,7,1,NA,NA
MAVE,TRUE,TRUE,12458,240,12698,130,10,87,43,0,9,1,0,0.761110434676732,0.7614355231143553,10,0,13.604000000000001,1,11,4,15,NA,NA,NA
MAVIS,TRUE,TRUE,0,6,6,2,2,2,0,0,2,0,0,0,0,2,0,0.4400000000000016,1,0,2,2,NA,NA,NA
MAVTgsa,TRUE,TRUE,0,468,468,10,2,10,0,0,2,0,0,0.4065040650406504,0.38402061855670105,2,0,7.622999999999999,1,0,9,9,NA,NA,NA
MaXact,TRUE,TRUE,554,148,702,10,1,10,0,0,1,0,0,0.8190255220417633,0.8064516129032258,1,0,0.164,1,3,2,5,NA,NA,NA
maxadjAUC,FALSE,FALSE,0,110,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MaxentVariableSelection,TRUE,TRUE,0,322,322,36,4,24,12,0,3,1,0,0,0,3,1,1.146000000000001,0.75,8,1,9,NA,NA,NA
maximin,TRUE,TRUE,0,351,351,23,1,23,0,0,1,0,0,0.4865771812080537,0.5689655172413793,1,0,3.316,1,0,2,2,NA,NA,NA
maxLik,TRUE,TRUE,0,2661,2661,845,32,297,0,548,26,0,6,0.7430883344571814,0.749537037037037,32,0,5.9239999999999995,1,57,25,82,37,NA,NA
maxlike,TRUE,TRUE,0,230,230,58,3,58,0,0,3,0,0,0.701657458563536,0.7005347593582889,3,0,9.559999999999999,1,7,1,8,NA,NA,NA
maxmatching,TRUE,TRUE,0,886,886,11,1,11,0,0,1,0,0,0.4355108877721943,0.5224489795918368,1,0,0.356,1,1,1,2,NA,1,45
MaxMC,TRUE,TRUE,0,332,332,154,12,154,0,0,12,0,0,0.6751269035532995,0.6190476190476191,12,0,34.49599999999999,1,9,3,12,NA,NA,NA
maxnet,FALSE,FALSE,0,202,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MaxPro,TRUE,TRUE,1037,215,1252,35,7,35,0,0,7,0,0,0.8857868020304569,0.8927680798004988,7,0,2.6549999999999976,1,0,7,7,NA,NA,NA
MaxSkew,TRUE,TRUE,0,177,177,13,2,13,0,0,2,0,0,0.9602649006622517,0.9602649006622517,2,0,6.585999999999999,1,2,1,3,1,NA,NA
maxstat,TRUE,TRUE,329,474,803,219,12,168,28,23,10,1,1,0.7986230636833046,0.795,12,0,11.608999999999998,1,11,13,24,1,NA,NA
maxTPR,TRUE,TRUE,0,78,78,7,1,7,0,0,1,0,0,0.8703703703703703,0.8813559322033897,1,0,4.283,1,4,1,5,NA,NA,NA
MazamaCoreUtils,TRUE,TRUE,0,739,739,758,35,97,96,565,19,4,12,0.7335164835164835,0.6277227722772277,24,0,19.707000000000004,1,2,29,31,1,NA,NA
MazamaLocationUtils,TRUE,TRUE,0,786,786,318,31,144,44,130,19,1,11,0.4416403785488959,0.3720136518771331,19,2,113.29000000000005,0.9047619047619048,0,25,25,NA,NA,NA
MazamaSpatialUtils,TRUE,TRUE,0,1715,1715,781,32,32,45,704,16,1,15,0.1241554054054054,0.14493865030674846,18,0,29.938000000000002,1,3,54,57,1,NA,NA
mazealls,TRUE,TRUE,0,1519,1519,592,16,281,0,311,14,0,2,0.852975495915986,0.8587533156498673,15,0,119.26400000000001,1,20,14,34,NA,NA,NA
mazeGen,TRUE,TRUE,0,2717,2717,127,82,127,0,0,82,0,0,0.6959537572254335,0.49706744868035185,82,0,4.762999999999999,1,20,13,33,NA,NA,NA
mazeinda,TRUE,TRUE,0,190,190,274,7,19,191,64,2,1,4,0.7747747747747747,0.7293233082706767,4,0,446.098,1,6,3,9,NA,NA,NA
MBA,TRUE,TRUE,1877,84,1961,8,2,8,0,0,2,0,0,0.32809917355371904,0.3274261603375528,2,0,0.7389999999999994,1,0,2,2,8,NA,NA
mbbefd,TRUE,TRUE,150,1545,1695,1213,48,65,174,974,19,2,27,0.7853457172342622,0.7821969696969697,46,1,18.57,0.9787234042553191,62,75,137,NA,NA,NA
MBC,TRUE,TRUE,0,367,367,1,1,1,0,0,1,0,0,0,0,1,0,0.016,1,0,7,7,NA,NA,NA
MBCbook,TRUE,TRUE,0,189,189,90,21,90,0,0,21,0,0,0.8895348837209301,0.9053254437869822,21,0,16.157999999999998,1,0,7,7,NA,NA,NA
MBCluster.Seq,TRUE,TRUE,0,812,812,8,6,8,0,0,6,0,0,0,0,6,0,0.5169999999999979,1,0,52,52,NA,NA,NA
mbclusterwise,TRUE,TRUE,0,730,730,82,8,82,0,0,8,0,0,0.8387096774193549,0.8557142857142856,8,0,114.68899999999998,1,0,6,6,NA,NA,NA
mbend,TRUE,TRUE,0,109,109,50,2,23,27,0,1,1,0,0.8461538461538461,0.8297872340425532,2,0,2.088,1,0,1,1,NA,NA,NA
MBESS,TRUE,TRUE,0,9093,9093,278,72,278,0,0,72,0,0,0.12950958286358513,0.10802353235699086,72,0,4.304999999999986,1,49,105,154,6,NA,NA
mbest,TRUE,TRUE,69,2704,2773,771,11,31,0,740,4,0,7,0.7862924986508365,0.7971014492753623,5,0,75.134,1,74,15,89,NA,2,3
MBHdesign,TRUE,TRUE,0,756,756,189,5,66,123,0,4,1,0,NA,NA,4,1,54.887,0.8,24,6,30,NA,NA,NA
MBI,TRUE,TRUE,0,453,453,264,22,264,0,0,22,0,0,0.879746835443038,0.8773584905660379,22,0,0.8690000000000023,1,0,21,21,NA,NA,NA
mbir,TRUE,TRUE,0,1836,1836,68,15,36,32,0,14,1,0,0.7620137299771167,0.8232142857142857,14,1,2.8449999999999998,0.9333333333333333,0,14,14,NA,NA,NA
mblm,TRUE,TRUE,0,133,133,38,3,38,0,0,3,0,0,0.819047619047619,0.8053097345132744,3,0,4.062000000000001,1,0,3,3,1,NA,NA
MBmca,TRUE,TRUE,0,430,430,219,8,219,0,0,8,0,0,0.8707482993197279,0.8764044943820225,8,0,10.005999999999997,1,2,5,7,1,NA,NA
MBNMAdose,TRUE,TRUE,0,3925,3925,649,36,399,97,153,27,1,8,0.6330578512396694,0.6491509131688561,27,2,1661.4740000000008,0.9310344827586207,64,23,87,NA,NA,NA
MBNMAtime,TRUE,TRUE,0,4024,4024,879,45,378,107,394,36,1,8,0.684654300168634,0.6908527131782946,37,1,3209.9200000000005,0.9736842105263158,66,28,94,NA,NA,NA
mboost,TRUE,TRUE,246,5534,5780,1276,20,590,686,0,16,4,0,0.5015898251192369,0.49449488120533125,16,6,102.92899999999996,0.7272727272727273,104,75,179,9,29,50
mboxr,TRUE,TRUE,0,74,74,27,6,12,4,11,2,1,3,0,0,2,2,1.4320000000000008,0.5,0,2,2,1,NA,NA
mbrglm,TRUE,TRUE,32,401,433,54,2,54,0,0,2,0,0,0.7411347517730497,0.742603550295858,2,0,2.361,1,0,6,6,NA,NA,NA
MBSGS,FALSE,FALSE,0,930,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBSP,FALSE,FALSE,0,92,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mbsts,FALSE,FALSE,0,359,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mBvs,TRUE,TRUE,7919,1092,9011,67,4,67,0,0,4,0,0,0.24049650892164467,0.24016108365367014,4,0,2.0029999999999997,1,6,2,8,NA,NA,NA
mc.heterogeneity,TRUE,TRUE,0,278,278,46,4,21,25,0,3,1,0,0,0,4,0,1.3200000000000007,1,3,3,6,NA,NA,NA
mc2d,TRUE,TRUE,0,2602,2602,732,41,428,304,0,39,2,0,0.7184506455643482,0.7127049180327869,39,2,40.18299999999999,0.9512195121951219,0,91,91,10,NA,NA
MC2toPath,TRUE,TRUE,0,645,645,584,12,584,0,0,12,0,0,0.3055555555555556,0.31956912028725315,12,0,4.088,1,0,12,12,NA,10,31
MCAvariants,TRUE,TRUE,0,488,488,25,6,25,0,0,6,0,0,0.9725274725274725,0.9759036144578314,6,0,6.3790000000000004,1,0,11,11,NA,NA,NA
mcBFtest,TRUE,TRUE,0,24,24,7,1,7,0,0,1,0,0,0.9473684210526315,0.9411764705882352,1,0,0.619000000000001,1,0,1,1,NA,NA,NA
mcbiopi,TRUE,TRUE,0,201,201,2,2,2,0,0,2,0,0,0,0,2,0,0.27500000000000036,1,7,5,12,NA,NA,NA
mcc,TRUE,TRUE,0,191,191,46,3,46,0,0,3,0,0,0.7719298245614035,0.7633136094674556,3,0,0.7899999999999988,1,0,4,4,2,NA,NA
mcca,TRUE,TRUE,0,704,704,209,15,209,0,0,15,0,0,0.5797872340425532,0.5858085808580858,15,0,15.312999999999999,1,0,14,14,NA,NA,NA
mccf1,FALSE,FALSE,0,82,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mcclust,TRUE,TRUE,11,407,418,70,10,70,0,0,10,0,0,0.7854251012145749,0.7857142857142857,10,0,7.699999999999999,1,0,13,13,5,NA,NA
mccmeiv,TRUE,TRUE,0,1637,1637,12,4,12,0,0,4,0,0,0.3835021707670043,0.36455412226584405,4,0,12.484,1,0,20,20,NA,NA,NA
mccr,TRUE,TRUE,0,10,10,18,3,5,0,13,1,0,2,0.8888888888888888,0.875,2,0,1.146,1,0,1,1,NA,NA,NA
MCDA,TRUE,TRUE,0,7360,7360,2004,74,1129,0,875,38,0,36,NA,NA,72,2,76.77299999999997,0.972972972972973,19,38,57,NA,NA,NA
MCDM,TRUE,TRUE,0,516,516,48,7,48,0,0,7,0,0,0.5643835616438356,0.5767195767195767,7,0,0.5200000000000011,1,1,7,8,NA,NA,NA
mcemGLM,TRUE,TRUE,2966,1610,4576,120,7,76,44,0,6,1,0,NA,NA,NA,NA,NA,NA,80,10,90,NA,NA,NA
mcen,FALSE,FALSE,143,465,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mcga,TRUE,TRUE,1230,272,1502,217,35,217,0,0,35,0,0,0.6190476190476191,0.616822429906542,34,1,19.424999999999997,0.9714285714285714,1,34,35,NA,NA,NA
mcgfa,TRUE,TRUE,1926,594,2520,28,1,28,0,0,1,0,0,0.804028307022319,0.8034410844629822,1,0,114.011,1,14,1,15,NA,NA,NA
mcgibbsit,TRUE,TRUE,0,230,230,26,2,26,0,0,2,0,0,0.8692307692307693,0.8730964467005076,2,0,1.5070000000000001,1,1,2,3,NA,NA,NA
mcglm,TRUE,TRUE,66,2692,2758,2280,29,159,244,1877,18,2,9,NA,NA,19,2,23.39,0.9047619047619048,58,36,94,NA,6,17
mcGlobaloptim,TRUE,TRUE,0,408,408,49,1,49,0,0,1,0,0,0.3201754385964912,0.36397058823529416,1,0,3.117,1,2,1,3,1,NA,NA
mcheatmaps,TRUE,TRUE,0,592,592,46,2,46,0,0,2,0,0,0.7008310249307479,0.7376146788990826,2,0,4.663,1,0,1,1,NA,NA,NA
MChtest,TRUE,TRUE,0,723,723,46,10,46,0,0,10,0,0,0.5872420262664165,0.561377245508982,10,0,4.006999999999996,1,0,21,21,NA,NA,NA
MCI,TRUE,TRUE,0,1041,1041,447,32,447,0,0,32,0,0,0.7442528735632183,0.7377521613832854,10,22,0.6000000000000011,0.3125,2,20,22,1,NA,NA
MCI2,TRUE,TRUE,0,581,581,600,19,600,0,0,19,0,0,0.5985221674876847,0.6,19,0,5.272000000000007,1,1,12,13,NA,NA,NA
MCL,TRUE,TRUE,0,85,85,19,2,19,0,0,2,0,0,0.9491525423728814,0.9642857142857143,2,0,0.545999999999998,1,0,1,1,NA,NA,NA
mclcar,TRUE,TRUE,0,3524,3524,241,13,196,45,0,12,1,0,0.4868035190615836,0.4972303681981101,13,0,195.05899999999997,1,58,30,88,NA,NA,NA
