package,installed,loadable,version,title,size,package_native_code,package_r_code,package_code,runnable_code,runnable_files,runnable_code_examples,runnable_code_vignettes,runnable_code_tests,runnable_files_examples,runnable_files_vignettes,runnable_files_tests,coverage_expr,coverage_line,funs_with_coverage,runnable_success,runnable_error,runnable_time,runnable_rate,funs_public,funs_private,funs_s3_dispatch,funs_s3_method,funs,funs_s3,s3_classes,revdeps,revdeps_runnable_code,revdep_coverage_expr,revdep_coverage_line,revdep_coverage_runs,funs_with_assert,asserts,uses_roxygen
lamW,TRUE,TRUE,1.3.0,Lambert-W Function,32188,222,19,241,35,3,7,0,28,1,0,2,0.9196428571428571,0.9196428571428571,3,2,0,2.2039999999999997,1,4,1,0,0,5,0,0,8,3229,92.85714285714286,92.85714285714286,7,NA,NA,FALSE
lars,TRUE,TRUE,1.2,"Least Angle Regression, Lasso and Forward Stagewise",208694,48,623,671,36,5,36,0,0,5,0,0,0.8114035087719299,0.839041095890411,17,5,0,3.3840000000000003,1,16,1,0,5,17,5,0,27,2178,86.40350877192982,86.60714285714286,27,NA,NA,FALSE
later,TRUE,TRUE,1.0.0,"Utilities for Scheduling Functions to Execute Later with Event
Loops",219389,2349,131,2480,520,7,5,0,515,1,1,5,0.7099125364431487,0.7111756168359942,13,3,0,39.118,1,11,18,0,2,29,2,0,7,8572,60.49562682215743,60.66763425253991,7,NA,NA,TRUE
lattice,TRUE,TRUE,0.20-40,Trellis Graphics for R,1461418,308,13173,13481,1176,50,652,0,524,40,0,10,0.7535014005602241,0.7832344646503938,223,47,3,5.151999999999998,0.94,144,138,21,70,282,91,0,263,127765,69.64903608502225,72.65265265265265,255,18,22,FALSE
lava,TRUE,TRUE,1.6.6,Latent Variable Models,1657341,0,18909,18909,2082,86,1019,0,1063,76,0,10,0.6650034176349966,0.6652421652421653,518,77,0,98.50599999999999,1,242,530,92,347,772,439,0,9,9071,32.1326042378674,32.46523043359695,9,1,1,TRUE
lazyeval,TRUE,TRUE,0.2.2,Lazy (Non-Standard) Evaluation,424806,310,557,867,905,43,202,244,459,25,2,16,0.9302325581395349,0.9255725190839695,105,28,1,2.3499999999999988,0.9655172413793104,52,60,11,41,112,52,0,94,84673,59.496124031007746,59.16030534351145,94,9,9,TRUE
LearnBayes,TRUE,TRUE,2.15.1,Functions for Learning Bayesian Inference,1715491,0,1192,1192,543,74,402,141,0,69,5,0,0.9539325842696629,0.9508021390374332,72,74,0,9.340999999999974,1,73,0,0,4,73,4,0,8,4392,10.224719101123595,8.686210640608035,8,NA,NA,FALSE
lhs,TRUE,TRUE,1.0.1,Latin Hypercube Samples,1820069,6845,324,7169,969,34,61,322,586,18,3,13,0.8023908270309832,0.8040115998066699,20,20,2,4.185,0.9090909090909091,18,1,0,0,19,0,0,28,10109,14.600146735143065,14.611650485436895,27,NA,NA,TRUE
lifecycle,TRUE,TRUE,0.1.0,Manage the Life Cycle of your Package Functions,330414,0,343,343,238,12,35,23,180,4,1,7,0.7232704402515722,0.7253218884120172,21,6,0,1.3849999999999993,1,7,33,0,1,40,1,0,26,44986,56.60377358490566,52.054794520547944,26,3,3,TRUE
lmerTest,TRUE,TRUE,3.1-1,Tests in Linear Mixed Effects Models,456183,0,1463,1463,1466,37,201,0,1265,23,0,14,0.8197343453510436,0.8191757779646762,88,35,2,36.92400000000001,0.9459459459459459,14,90,14,31,104,45,0,10,5746,46.39468690702087,45.96912521440824,10,19,21,TRUE
lmtest,TRUE,TRUE,0.9-37,Testing Linear Regression Models,577229,104,1307,1411,374,29,337,37,0,28,1,0,0.6520112254443405,0.6363636363636364,29,23,6,5.847999999999994,0.7931034482758621,23,16,5,21,39,26,0,46,26371,50.79513564078578,52.59911894273128,46,1,1,FALSE
logging,TRUE,TRUE,0.10-108,R Logging Package,80539,0,398,398,638,16,36,0,602,8,0,8,0.9719626168224299,0.975,45,10,0,4.7959999999999985,1,20,13,2,3,33,5,0,7,5896,61.21495327102804,63.33333333333333,7,1,1,TRUE
logspline,TRUE,TRUE,2.1.15,Routines for Logspline Density Estimation,296106,5349,648,5997,71,10,71,0,0,10,0,0,0.68362480127186,0.6790655477432525,17,10,0,1.8320000000000005,1,18,0,0,6,18,6,0,5,2195,31.864637746990688,31.639827625311863,5,NA,NA,FALSE
longitudinalData,TRUE,TRUE,2.4.1,Longitudinal Data,305433,0,2375,2375,513,36,513,0,0,36,0,0,0.6627094972067039,0.6677785190126752,112,35,1,6.293999999999998,0.9722222222222222,51,92,0,0,143,0,0,5,982,29.81843575418994,30.475552578700604,5,NA,NA,FALSE
loo,TRUE,TRUE,2.2.0,"Efficient Leave-One-Out Cross-Validation and WAIC for Bayesian
Models",4002342,0,3392,3392,3039,39,139,531,2369,14,6,19,0.8690078037904125,0.859805510534846,213,20,1,1742.588,0.9523809523809523,55,184,25,67,239,92,0,16,18959,24.804905239687848,22.964169381107492,12,28,36,TRUE
lsa,TRUE,TRUE,0.73.1,Latent Semantic Analysis,235121,0,427,427,318,14,142,0,176,13,0,1,0.7428571428571429,0.7570621468926554,20,14,0,27.773000000000003,1,26,2,0,2,28,2,0,6,556,19.682539682539684,19.705882352941178,6,NA,NA,FALSE
ltsa,TRUE,TRUE,1.4.6,Linear Time Series Analysis,556936,391,459,850,400,17,400,0,0,17,0,0,0.8266666666666667,0.8316993464052288,17,17,0,7.495000000000002,1,16,1,0,0,17,0,0,5,919,55.50000000000001,55.88235294117647,5,2,2,FALSE
lubridate,TRUE,TRUE,1.7.4,Make Dealing with Dates a Little Easier,1486355,4125,3305,7430,6086,82,559,51,5476,50,1,31,0.7733864088711971,0.7729618163054696,294,52,0,18.755,1,163,173,16,55,336,71,1,291,150808,62.41114586295138,62.37675142708874,285,1,1,TRUE
magic,TRUE,TRUE,1.5-9,Create and Investigate Magic Squares,591419,0,1551,1551,567,59,368,31,168,57,1,1,0.8257080610021786,0.8178368121442126,82,59,0,3.6839999999999984,1,106,0,0,0,106,0,0,20,5370,4.793028322440087,4.364326375711575,20,7,7,FALSE
magick,TRUE,TRUE,2.3,Advanced Graphics and Image-Processing in R,7405165,3519,1473,4992,397,21,256,140,1,19,1,1,0.6907119283356907,0.6887052341597796,103,21,0,58.987,1,120,158,0,16,278,16,0,25,9594,40.216878830740214,40.1469912723932,23,14,24,TRUE
mapproj,TRUE,TRUE,1.2.7,Map Projections,75325,1944,113,2057,48,2,48,0,0,2,0,0,0.6880811496196112,0.6934548467274234,4,2,0,1.3559999999999999,1,3,0,0,0,3,0,0,11,5065,21.978021978021978,22.647793505412157,11,NA,NA,FALSE
MASS,TRUE,TRUE,7.3-51.5,Support Functions and Datasets for Venables and Ripley's MASS,1271000,649,5193,5842,1051,92,815,0,236,82,0,10,0.7210609125646212,0.7124708871479991,149,NA,NA,NA,NA,78,138,32,128,216,160,0,1133,392063,63.83456956619465,63.44725111441307,1111,NA,NA,FALSE
matlab,TRUE,TRUE,1.0.2,MATLAB emulation package,353075,0,1297,1297,887,78,176,0,711,39,0,39,0.7648809523809522,0.7565415244596132,70,78,0,9.598000000000003,1,43,14,0,0,57,0,0,11,1863,18.898809523809522,19.835680751173708,11,1,1,FALSE
matrixcalc,TRUE,TRUE,1.0-3,Collection of functions for matrix calculations,144164,0,1034,1034,329,60,329,0,0,60,0,0,0.7159420289855073,0.7187948350071736,60,60,0,1.3069999999999953,1,60,0,0,0,60,0,0,54,15928,30.579710144927535,30.55954088952654,52,NA,NA,FALSE
matrixStats,TRUE,TRUE,0.55.0,"Functions that Apply to Rows and Columns of Matrices (and to
Vectors)",1177863,5797,1838,7635,5713,118,409,0,5304,24,1,93,0.9135977337110481,0.903448275862069,104,117,0,108.18399999999994,1,105,3,0,0,108,0,0,88,66287,39.132409720645015,39.48227611940299,83,NA,NA,TRUE
maxLik,TRUE,TRUE,1.3-8,Maximum Likelihood Estimation and Related Tools,534167,0,2661,2661,845,32,297,0,548,26,0,6,0.7430883344571814,0.749537037037037,77,32,0,5.9239999999999995,1,25,57,10,33,82,43,2,37,10769,56.10249494268375,55.669099756691,37,NA,NA,FALSE
mc2d,TRUE,TRUE,0.1-18,Tools for Two-Dimensional Monte-Carlo Simulations,3104284,0,2602,2602,732,41,428,304,0,39,2,0,0.7184506455643482,0.7127049180327869,69,39,2,40.18299999999999,0.9512195121951219,91,0,9,31,91,40,0,10,3091,5.914202415660141,6.051371353939921,10,NA,NA,FALSE
mcclust,TRUE,TRUE,1,Process an MCMC Sample of Clusterings,164907,11,407,418,70,10,70,0,0,10,0,0,0.7854251012145749,0.7857142857142857,14,10,0,7.699999999999999,1,13,0,0,0,13,0,0,5,645,16.194331983805668,15.677966101694915,5,NA,NA,FALSE
mcmcse,TRUE,TRUE,1.4-1,Monte Carlo Standard Errors for MCMC,611221,239,692,931,192,12,121,71,0,11,1,0,0.7087719298245614,0.711892797319933,15,12,0,17.355,1,13,8,0,0,21,0,0,6,2638,36.31578947368421,36.25632377740304,6,NA,NA,FALSE
memoise,TRUE,TRUE,1.1.0,Memoisation of Functions,45968,0,182,182,350,12,48,0,302,7,0,5,0.7884615384615384,0.782608695652174,10,8,0,4.766,1,10,3,0,1,13,1,0,59,52883,67.3076923076923,69.07894736842105,58,1,1,TRUE
Metrics,TRUE,TRUE,0.1.4,Evaluation Metrics for Machine Learning,84670,0,179,179,316,38,132,0,184,32,0,6,0.9895833333333335,0.98989898989899,32,33,0,2.9109999999999996,1,32,0,0,0,32,0,0,5,1135,14.583333333333334,14.14141414141414,5,NA,NA,TRUE
metRology,TRUE,TRUE,0.9-28-1,Support for Metrological Applications,587826,0,4270,4270,414,56,414,0,0,56,0,0,0.6631087391594396,0.6616928920238742,105,54,2,6.216000000000007,0.9642857142857143,128,30,22,63,158,85,0,5,1304,0.1667778519012675,0.11487650775416428,5,NA,NA,FALSE
MHadaptive,TRUE,TRUE,1.1-8,"General Markov Chain Monte Carlo for Bayesian Inference using
adaptive Metropolis-Hastings sampling",77941,0,214,214,48,6,48,0,0,6,0,0,0.8345864661654135,0.8450704225352113,8,6,0,13.267000000000003,1,8,0,0,0,8,0,0,5,849,51.127819548872175,53.23741007194245,5,NA,NA,FALSE
mice,TRUE,TRUE,3.8.0,Multivariate Imputation by Chained Equations,1290962,61,4928,4989,1860,109,614,0,1246,75,0,34,0.7447178002894356,0.7523142356767576,161,75,1,90.56700000000002,0.9868421052631579,103,108,4,34,211,38,2,23,11850,24.65991316931983,22.331566994700985,21,NA,NA,TRUE
miniUI,TRUE,TRUE,0.1.1.1,Shiny UI Widgets for Small Screens,117542,0,199,199,25,4,25,0,0,4,0,0,0.6835443037974683,0.7452229299363057,10,4,0,0.42300000000000015,1,9,5,0,0,14,0,0,53,21109,6.329113924050633,18.58974358974359,53,NA,NA,TRUE
minpack.lm,TRUE,TRUE,1.2-1,"R Interface to the Levenberg-Marquardt Nonlinear Least-Squares
Algorithm Found in MINPACK, Plus Support for Bounds",164700,1525,389,1914,106,4,106,0,0,4,0,0,0.6972222222222222,0.7044067796610168,10,3,1,3.1360000000000006,0.75,4,10,0,8,14,8,0,47,14999,68.19444444444444,68.94915254237289,45,NA,NA,FALSE
minqa,TRUE,TRUE,1.2.4,"Derivative-free optimization algorithms by quadratic
approximation",199826,3398,180,3578,102,6,28,0,74,3,0,3,0.7585871678548283,0.7599097647437963,6,6,0,2.3400000000000007,1,3,2,0,1,5,1,0,21,19066,75.98833441348023,75.91876208897486,20,2,3,FALSE
miscTools,TRUE,TRUE,0.6-26,Miscellaneous Tools and Utilities,109420,0,500,500,321,28,93,0,228,19,0,9,0.7993421052631579,0.7852941176470588,30,28,0,3.2469999999999954,1,24,10,5,10,34,15,0,12,7487,35.526315789473685,36.3905325443787,12,NA,NA,FALSE
mlbench,TRUE,TRUE,2.1-1,Machine Learning Benchmark Problems,996106,79,444,523,124,34,124,0,0,34,0,0,0.8153409090909091,0.8081841432225064,22,34,0,5.804000000000001,1,21,13,1,11,34,12,0,9,5928,47.72727272727273,49.36061381074169,9,NA,NA,FALSE
mlr3,TRUE,TRUE,0.1.7,Machine Learning in R - Next Generation,1159832,0,3598,3598,2453,94,330,0,2123,42,0,52,0.930952380952381,0.9408194233687405,202,43,0,58.791999999999994,1,38,80,11,32,118,43,0,7,6843,66.66666666666666,67.49367088607595,7,NA,NA,TRUE
mlr3misc,TRUE,TRUE,0.1.8,Helper Functions for 'mlr3',200404,143,988,1131,1036,83,192,0,844,41,0,42,0.8722786647314948,0.8763736263736264,112,42,0,13.221000000000005,1,86,32,5,16,118,21,0,9,10587,64.73149492017417,65.14522821576763,9,1,1,TRUE
mlt,TRUE,TRUE,1.1-2,Most Likely Transformations,204097,0,1817,1817,547,12,12,0,535,2,0,10,0.7757296466973886,0.7937420178799489,89,12,0,11.137999999999998,1,10,99,9,42,109,51,0,5,3251,71.50537634408603,72.69180754226268,5,12,37,FALSE
mnormt,TRUE,TRUE,1.5-6,The Multivariate Normal and t Distributions,134421,1617,229,1846,48,3,48,0,0,3,0,0,0.7716098334655037,0.7764995891536566,11,3,0,0.8610000000000008,1,10,1,0,0,11,0,0,47,11577,85.88421887390959,86.60640920295809,47,NA,NA,FALSE
modelr,TRUE,TRUE,0.1.6,Modelling Functions that Work with the Pipe,185315,0,509,509,416,31,134,0,282,17,0,14,0.9307692307692308,0.9240924092409241,66,18,0,9.94,1,33,38,3,17,71,20,0,5,1197,10.76923076923077,12.541254125412541,5,NA,NA,TRUE
modeltools,TRUE,TRUE,0.2-22,Tools and Classes for Statistical Models,59842,0,539,539,118,7,68,0,50,6,0,1,0.6518518518518519,0.6938775510204082,19,7,0,2.693999999999999,1,27,19,1,14,46,15,0,13,10856,57.407407407407405,57.97546012269939,13,NA,NA,FALSE
moments,TRUE,TRUE,0.14,"Moments, cumulants, skewness, kurtosis and related tests",37867,0,361,361,98,12,98,0,0,12,0,0,0.7640449438202246,0.7627737226277372,12,12,0,0.6930000000000027,1,12,0,0,0,12,0,0,44,13047,35.580524344569284,35.03649635036496,43,NA,NA,FALSE
moonBook,TRUE,TRUE,0.2.3,Functions and Datasets for the Book by Keon-Woong Moon,1768475,0,1539,1539,206,21,117,78,11,17,2,2,0.8153191489361702,0.8043290043290043,60,21,0,29.481999999999996,1,35,29,6,24,64,30,0,5,973,28.680851063829788,26.75324675324675,5,NA,NA,TRUE
msm,TRUE,TRUE,1.6.8,Multi-State Markov and Hidden Markov Models in Continuous Time,2348834,3400,6326,9726,1649,28,152,0,1497,18,0,10,0.7364277958740498,0.7329814589254297,177,19,0,59.866,1,90,158,0,18,248,18,0,51,17541,17.68458197611292,18.107777928600516,50,1,4,FALSE
mstate,TRUE,TRUE,0.2.12,"Data Preparation, Estimation and Prediction in Multi-State
Models",1490571,151,2207,2358,627,23,318,309,0,22,1,0,0.715572033898305,0.7126805778491172,37,23,0,21.704000000000008,1,18,23,2,11,41,13,0,5,2171,36.652542372881356,37.74089935760171,5,NA,NA,FALSE
multcomp,TRUE,TRUE,1.4-12,Simultaneous Inference in General Parametric Models,2061478,0,1985,1985,1057,27,333,316,408,16,3,8,0.7701729106628242,0.7879799666110183,79,26,1,38.73699999999999,0.9629629629629629,15,75,3,28,90,31,0,23,16779,50.07204610951008,51.50240384615385,23,4,5,FALSE
multicool,TRUE,TRUE,0.1-11,Permutations of Multisets in Cool-Lex Order,52870,477,132,609,42,7,42,0,0,7,0,0,0.8726114649681529,0.8861111111111112,10,7,0,0.35300000000000015,1,9,5,0,0,14,0,0,5,1213,30.254777070063692,28.279883381924197,5,NA,NA,FALSE
mvmeta,TRUE,TRUE,1.0.3,Multivariate and Univariate Meta-Analysis and Meta-Regression,261514,0,1155,1155,286,26,286,0,0,26,0,0,0.8592592592592593,0.8831041257367387,40,26,0,11.909000000000006,1,24,18,1,16,42,17,0,7,846,43.17460317460318,47.37384140061792,6,NA,NA,FALSE
mvtnorm,TRUE,TRUE,1.1-0,Multivariate Normal and t Distributions,636826,2006,751,2757,759,12,135,19,605,6,1,5,0.8049065420560748,0.8076709282934964,32,12,0,46.49499999999999,1,11,20,1,0,31,1,0,490,156784,75.29205607476635,75.71030640668523,482,NA,NA,FALSE
nabor,TRUE,TRUE,0.5.0,"Wraps 'libnabo', a Fast K Nearest Neighbour Library for Low
Dimensions",136664,1166,28,1194,193,6,38,0,155,2,0,4,0.8440979955456569,0.8464912280701753,2,3,0,2.404,1,3,3,0,0,6,0,0,10,6402,73.05122494432071,73.46491228070175,9,NA,NA,TRUE
NbClust,TRUE,TRUE,3,Determining the Best Number of Clusters in a Data Set,97851,0,1783,1783,74,1,74,0,0,1,0,0,0.8995016611295681,0.9313449634214969,1,1,0,4.3,1,1,0,0,0,1,0,0,5,2003,80.06644518272425,84.49230769230769,5,NA,NA,FALSE
neuralnet,TRUE,TRUE,1.44.2,Training of Neural Networks,126394,0,1460,1460,180,10,77,0,103,7,0,3,0.7015457788347206,0.7029177718832891,23,8,0,18.039,1,5,23,0,2,28,2,0,8,1676,31.866825208085615,29.166666666666668,8,NA,NA,TRUE
nleqslv,TRUE,TRUE,3.3.2,Solve Systems of Nonlinear Equations,422105,2437,179,2616,829,25,110,0,719,4,0,21,0.8393333333333334,0.839391936549901,5,25,0,2.068999999999999,1,3,1,0,1,4,1,0,45,19448,62.53333333333333,62.71523178807947,44,NA,NA,FALSE
nlme,TRUE,TRUE,3.1-145,Linear and Nonlinear Mixed Effects Models,2447047,3332,14088,17420,2141,238,937,0,1204,216,0,22,0.7066505441354294,0.7080543332695619,443,NA,NA,NA,NA,108,445,79,435,553,514,0,174,125491,54.31617017226611,54.22299984094162,172,1,1,FALSE
nloptr,TRUE,TRUE,1.2.2,R Interface to NLopt,5771988,24939,1295,26234,1063,37,424,101,538,23,1,13,0.8064228367528992,0.8270676691729322,30,25,0,15.886000000000006,1,26,7,0,1,33,1,0,59,29634,62.890276538804635,62.28373702422145,54,NA,NA,TRUE
nnls,TRUE,TRUE,1.4,"The Lawson-Hanson algorithm for non-negative least squares
(NNLS)",44755,437,93,530,47,2,47,0,0,2,0,0,0.8880597014925374,0.88,4,2,0,1.2090000000000007,1,2,11,0,10,13,10,0,19,4812,92.53731343283582,91.52941176470588,19,NA,NA,FALSE
norm,TRUE,TRUE,1.0-9.5,Analysis of multivariate normal datasets with missing values,79024,762,212,974,63,10,63,0,0,10,0,0,0.937192118226601,0.9450830140485312,14,10,0,0.8660000000000018,1,14,0,0,0,14,0,0,5,1242,59.85221674876847,59.20716112531969,4,NA,NA,FALSE
normalp,TRUE,TRUE,0.7.2,Routines for Exponential Power Distribution,53941,0,522,522,67,17,67,0,0,17,0,0,0.8571428571428571,0.8434579439252335,25,17,0,3.852999999999998,1,25,0,3,12,25,15,0,5,269,6.722689075630252,4.906542056074766,5,NA,NA,FALSE
nortest,TRUE,TRUE,1.0-4,Tests for Normality,20953,0,161,161,15,5,15,0,0,5,0,0,0.8076923076923077,0.8135593220338984,5,5,0,0.5399999999999989,1,5,0,0,0,5,0,0,14,6475,85.57692307692307,86.4406779661017,14,NA,NA,FALSE
numbers,TRUE,TRUE,0.7-5,Number-Theoretic Functions,116502,0,1183,1183,266,47,266,0,0,47,0,0,0.7638190954773869,0.76694045174538,61,47,0,3.257000000000003,1,61,1,0,0,62,0,0,7,3291,11.457286432160805,11.776859504132231,7,38,39,FALSE
numDeriv,TRUE,TRUE,2016.8-1.1,Accurate Numerical Derivatives,184319,0,261,261,439,12,57,27,355,4,1,7,0.8909952606635071,0.8973214285714286,8,12,0,2.6719999999999997,1,4,4,4,4,8,8,0,194,87016,81.04265402843602,81.16591928251121,186,NA,NA,FALSE
officer,TRUE,TRUE,0.3.7,Manipulation of Microsoft Word and PowerPoint Documents,937976,0,5017,5017,2408,121,793,0,1615,91,1,29,0.8526315789473684,0.8591510474090408,311,93,0,30.252000000000045,1,131,167,6,78,298,84,0,21,7875,49.202037351443124,50.524861878453045,21,19,24,TRUE
openssl,TRUE,TRUE,1.4.1,"Toolkit for Encryption, Signatures and Certificates Based on
OpenSSL",5892001,2994,1353,4347,1022,40,141,70,811,16,4,20,0.8539499036608863,0.8575700934579439,189,21,0,17.680999999999997,1,67,174,7,58,241,65,0,49,32468,41.42581888246628,41.77262528047868,49,35,62,TRUE
openxlsx,TRUE,TRUE,4.1.4,"Read, Write and Edit xlsx Files",2773109,2168,22814,24982,4016,98,584,0,3432,59,1,38,0.7069184385909236,0.7053476567111321,139,62,0,35.730000000000004,1,66,117,3,6,183,9,0,39,22625,53.50599013389711,52.99295774647887,38,NA,NA,TRUE
optimx,TRUE,TRUE,2020-2.2,Expanded Replacement and Extension of the 'optim' Function,1411383,0,5539,5539,2984,51,1112,1164,708,31,6,14,0.7113513513513513,0.7446643383779589,57,51,0,59.63099999999999,1,36,30,3,10,66,13,0,34,15536,14.335135135135136,15.378221113881963,32,NA,NA,FALSE
ordinal,TRUE,TRUE,2019.12-10,Regression Models for Ordinal Data,2603362,926,7280,8206,2137,58,448,278,1411,26,2,30,0.6976701856570806,0.6960319810482677,229,46,4,63.636999999999986,0.92,30,272,10,62,302,72,0,6,1712,18.602111394248272,18.5811320754717,6,50,85,FALSE
orthopolynom,TRUE,TRUE,1.0-5,"Collection of functions for orthogonal and orthonormal
polynomials",261052,0,1855,1855,360,88,360,0,0,88,0,0,0.7637362637362637,0.7661558960692871,88,88,0,1.3489999999999995,1,88,0,0,0,88,0,0,19,4033,68.68131868131869,70.28493894165535,19,NA,NA,FALSE
outliers,TRUE,TRUE,0.14,Tests for outliers,57541,0,639,639,61,8,61,0,0,8,0,0,0.7180327868852459,0.8385826771653542,14,8,0,2.2330000000000023,1,14,0,0,0,14,0,0,7,2368,13.442622950819672,11.220472440944881,7,NA,NA,FALSE
paradox,TRUE,TRUE,0.1.0,Define and Work with Parameter Spaces for Complex Algorithms,169079,0,886,886,1222,29,41,0,1181,9,0,20,0.9550321199143468,0.9567010309278351,57,10,0,7.914999999999997,1,5,8,0,2,13,2,0,7,9098,66.59528907922912,66.73553719008265,7,NA,NA,TRUE
parallelMap,TRUE,TRUE,1.4,Unified Interface to Parallelization Back-Ends,109038,0,868,868,401,16,4,0,397,1,0,15,0.8352272727272727,0.8099173553719008,64,2,0,31.154,1,17,56,0,2,73,2,0,13,25084,49.053030303030305,46.422628951747086,13,NA,NA,TRUE
parameters,TRUE,TRUE,0.5.0,Processing of Model Parameters,1536759,0,7209,7209,2840,126,552,274,2014,70,6,50,0.6574191906337491,0.6436651583710408,287,77,3,208.12500000000014,0.9625,81,608,42,496,689,538,0,8,4081,21.506744718757954,18.65177049801174,7,NA,NA,TRUE
ParamHelpers,TRUE,TRUE,1.13,"Helpers for Parameters in Black-Box Optimization, Tuning and
Machine Learning",485225,91,3079,3170,2846,63,261,0,2585,24,0,39,0.930797675647121,0.9320822162645218,217,25,0,20.573000000000004,1,113,118,34,63,231,97,0,12,33051,68.56840993132593,68.95927601809954,12,NA,NA,TRUE
party,TRUE,TRUE,1.3-3,A Laboratory for Recursive Partytioning,2025876,3152,2965,6117,1212,23,184,93,935,12,2,9,0.8315705975674247,0.8394919168591224,103,22,1,37.40199999999998,0.9565217391304348,31,76,1,26,107,27,0,16,4602,53.80750925436277,52.95679459328989,16,4,5,FALSE
pastecs,TRUE,TRUE,1.3.21,Package for Analysis of Space-Time Ecological Series,370593,0,3281,3281,328,39,324,0,4,38,0,1,0.7726324572382144,0.7926338594862272,72,38,1,7.285000000000004,0.9743589743589743,91,0,2,47,91,49,0,7,495,3.254067584480601,2.8666666666666667,7,NA,NA,FALSE
paws.common,TRUE,TRUE,0.2.6,Paws Low-Level Amazon Web Services API,287750,0,2791,2791,4056,38,69,0,3987,10,0,28,0.7933151432469304,0.8117913832199547,188,7,4,6.809,0.6363636363636364,15,236,1,4,251,5,0,11,10692,7.025920873124147,5.955757231990924,11,NA,NA,TRUE
pbapply,TRUE,TRUE,1.4-2,Adding Progress Bar to '*apply' Functions,57011,0,689,689,248,5,160,0,88,4,0,1,0.8711943793911007,0.8702702702702703,14,5,0,48.507000000000005,1,17,2,0,0,19,0,0,70,28857,53.39578454332553,54.25330812854442,65,NA,NA,FALSE
pdist,TRUE,TRUE,1.2,Partitioned Distance Function,11478,32,45,77,7,1,7,0,0,1,0,0,0.7678571428571429,0.7115384615384616,3,1,0,0.553,1,1,1,0,1,2,1,0,16,1289,71.42857142857143,69.23076923076923,15,NA,NA,FALSE
permute,TRUE,TRUE,0.9-5,Functions for Generating Restricted Permutations of Data,980973,0,1718,1718,1256,26,241,127,888,11,1,14,0.938061938061938,0.9468802698145027,170,13,0,17.662999999999997,1,51,130,38,113,181,151,0,17,5709,44.35564435564436,45.131244707874686,17,5,5,FALSE
pheatmap,TRUE,TRUE,1.0.12,Pretty Heatmaps,65909,0,684,684,58,1,58,0,0,1,0,0,0.9034334763948499,0.9054621848739495,24,1,0,3.14,1,1,27,0,2,28,2,0,12,3994,76.39484978540773,75.57894736842105,12,NA,NA,TRUE
phonTools,TRUE,TRUE,0.2-2.1,Tools for Phonetic and Acoustic Analyses,355624,0,2032,2032,340,64,340,0,0,64,0,0,0.6723276723276723,0.6321637426900585,57,64,0,21.014999999999976,1,75,0,0,13,75,13,0,5,2211,5.544455544455545,4.705882352941177,5,NA,NA,FALSE
phylobase,TRUE,TRUE,0.8.10,Base Package for Phylogenetic Structures and Comparative Data,913337,751,2771,3522,2731,55,298,78,2355,29,1,25,0.8389786347055758,0.8481938728852311,101,38,0,22.655000000000005,1,76,42,0,0,118,0,1,6,933,48.56696195935383,47.09707385044125,6,1,2,TRUE
pillar,TRUE,TRUE,1.4.3,Coloured Formatting for Columns,687509,0,1618,1618,1053,38,95,0,958,14,0,24,0.8535911602209945,0.837471783295711,157,15,0,16.691,1,24,211,6,50,235,56,0,20,30543,72.51381215469614,72.98524404086265,20,13,18,TRUE
pixmap,TRUE,TRUE,0.4-11,Bitmap Images (``Pixel Maps''),66300,0,478,478,84,6,47,0,37,4,0,2,0.8366666666666667,0.8511904761904762,18,6,0,3.2669999999999972,1,12,1,0,0,13,0,0,5,4175,17.666666666666668,18.429003021148034,5,NA,NA,FALSE
pkgload,TRUE,TRUE,1.0.2,Simulate Package Installation and Attach,181636,22,1239,1261,820,53,30,0,790,11,0,42,0.78515625,0.772567409144197,89,12,0,145.37,1,27,97,0,1,124,1,0,7,8150,52.34375,50.59241706161137,7,6,8,TRUE
plot3D,TRUE,TRUE,1.3,Plotting Multi-Dimensional Data,4492491,0,6849,6849,1530,19,1050,480,0,17,2,0,0.7394720934918396,0.7624849836965849,141,19,0,34.58999999999999,1,49,106,1,5,155,6,0,25,15235,58.15031231110216,59.71384244095845,23,NA,NA,FALSE
plotly,TRUE,TRUE,4.9.2,Create Interactive Web Graphics via 'plotly.js',18742603,0,6146,6146,5774,122,235,0,5539,35,0,87,0.7515564779128371,0.7424364663170633,261,36,0,67.66100000000002,1,91,293,8,80,384,88,0,88,25068,50.48917877260599,49.300772281360885,82,NA,NA,TRUE
plotrix,TRUE,TRUE,3.7-7,Various Plotting Functions,790092,0,7298,7298,1570,139,1570,0,0,139,0,0,0.7618708874266406,0.7694666893849038,160,138,1,8.669000000000013,0.9928057553956835,163,8,3,7,171,10,0,78,26494,14.24759871931697,14.17987594762233,76,3,15,FALSE
pls,TRUE,TRUE,2.7-2,Partial Least Squares and Principal Component Regression,5221807,0,2559,2559,1199,39,146,66,987,22,1,16,0.7427937915742794,0.746772591857001,66,25,1,9.353999999999992,0.9615384615384616,36,41,9,28,77,37,0,19,3342,31.984478935698448,32.47863247863248,19,NA,NA,FALSE
