"arg_sig","count"
"[sS]/[learner]/[{func,pars}]",4
"[sC, C]/[fs_path]/[{}]",11
"[sD]/[, rel]/[{}]",1
"[l{?}]/[treebalance]/[{names}]",2
"[M{D}, missing, sS]/[, APResult]/[{call,clusters,dpsim,dpsimAll,exemplars,expref,exprefAll,idx,idxAll,it,l,netsim,netsimAll,netsimLev,p,sel,sim,sweeps}, {dim}, {}]",1
"[sS]/[ics2]/[{DataNames,gKurt,gSkew,S1,S1args,S1name,S2,S2args,S2name,Scores,StandardizeB,StandardizegKurt,T1,T2,UnMix}]",6
"[l{?}]/[FutureCondition,condition]/[{future,names}, {names}]",1
"[raw_NA]/[, array]/[{dim}]",4
"[l{D}]/[, imlist]/[{names}]",1
"[error, missing, sN]/[]/[{}]",1
"[R, sC]/[, bignum, hash,sha256,hmac, json]/[{}]",2
"[sS, sC, sD, l{Y}, l{I}, C, D, sI, I, L, raw_NA]/[, Rle]/[{elementMetadata,lengths,metadata,values}, {}, {levels}]",1
"[sE]/[Options,R6]/[{}]",1
"[l{?}]/[glm,lm, zeroinfl]/[{names}]",1
"[sC]/[]/[{Radius}, {}]",1
"[l{?}]/[lpcfdrobj]/[{names}]",4
"[D, M{D}]/[xts,zoo, zoo]/[{.CLASS,.indexCLASS,.indexTZ,.RECLASS,index,tclass,tzone}, {.indexCLASS,.indexTZ,dim,dimnames,index,na.action,tclass,tzone}, {dim,dimnames,frequency,index}, {dim,dimnames,index}, {frequency,index}, {index}]",1
"[language, raw_NA, sF, sN]/[, call, {]/[{srcfile,srcref,wholeSrcref}, {}]",1
"[D, I, M{D}, sD, sI]/[, hd]/[{dim,dimnames}, {}]",1
"[l{?}]/[]/[{overlap}]",1
"[M{D}, M{I}]/[]/[{dim,dimnames}, {dim,n}, {dim}]",1
"[sS]/[RasterBrick, RasterLayer]/[{crs,data,extent,file,history,legend,ncols,nrows,rotated,rotation,title,z}]",23
"[l{?}]/[arx]/[{names}]",11
"[l{?}, l{D}]/[]/[{names}, {}]",58
"[l{C}, l{I}, sN]/[]/[{}]",2
"[l{?}]/[FreeBreakPointsReg,FixBreakPointsReg]/[{names}]",8
"[l{sN}, sF]/[]/[{names}, {}]",1
"[I, M{D}]/[, Surv]/[{dim,dimnames,type}, {levels}]",1
"[sD]/[]/[{unit}]",7
"[l{?}]/[coinertia,dudi]/[{names}]",4
"[sC, sD, sL, data.frame]/[scalar, scalar,Date]/[{}, {names,row.names}]",1
"[l{l{?}}]/[]/[{disp,names}]",2
"[D, l{?}, l{I}]/[]/[{names}]",1
"[l{D}, l{l{?}}, l{?}]/[lmeStruct,modelStruct, lmeStructInt,lmeStruct,modelStruct, lmeStructInt,nlmeStruct,lmeStruct,modelStruct, gnlsStruct,glsStruct,modelStruct, glsStruct,modelStruct]/[{conLin,fixedSigma,local,model,names,NReal,pmap,resp}, {conLin,local,model,names,NReal,pmap,resp,settings}, {conLin,fixedSigma,lmeFit,local,model,names,NReal,pmap,resp,settings}, {conLin,lmeFit,local,model,names,NReal,pmap,resp,settings}, {conLin,glsFit,names,pmap}, {conLin,fixedSigma,lmeFit,names,pmap,settings}, {conLin,local,model,names,NReal,pmap,resp}, {conLin,names,pmap,settings}, {names,pmap}, {conLin,fixedSigma,glsFit,names,pmap}]",1
"[l{?}]/[summary.nlreg,summary.nls]/[{names}]",4
"[l{?}]/[hct]/[{names}]",3
"[sC, sF, sN]/[]/[{srcref}, {}]",12
"[sC]/[, knitr_kable]/[{}, {format}]",2
"[l{?}]/[gset,cset]/[{bound,memberships,universe}, {memberships,universe}]",1
"[M{D}]/[]/[{dim,dimnames,stdDev}]",1
"[l{?}]/[betapart]/[{names}]",1
"[sC]/[rule]/[{}]",3
"[l{?}]/[harlog]/[{names}]",2
"[l{?}]/[summary.acp]/[{names}]",2
"[sC, C, sF, D, sI, I, error, L]/[, Date]/[{}, {levels}, {srcref}]",1
"[l{?}]/[]/[{N,names,S}]",1
"[data.frame]/[predictions.frame,asreml.predict]/[{meanLSD,names,row.names}]",1
"[C, I, l{externalptr}, sC, sI]/[]/[{}]",1
"[D]/[zooreg,zoo, zoo]/[{frequency,index,names}, {frequency,index,na.action,names}, {index,names}, {index}]",1
"[D, M{D}, missing, sD, sS, sX]/[, ddiMatrix, dgCMatrix, dgeMatrix, dtCMatrix, spam]/[{Dim,Dimnames,factors,i,p,x}, {Dim,Dimnames,factors,x}, {colindices,dimension,entries,rowpointers}, {diag,Dim,Dimnames,i,p,uplo,x}, {diag,Dim,Dimnames,x}, {dim,dimnames}, {dim}, {names}, {}]",1
"[Y, error, sC, sD, sE, sF, sN]/[, environment, listenv,environment, name]/[{}]",1
"[l{?}, sF]/[, phylo]/[{names}, {}]",1
"[M{D}]/[norMix]/[{dim,dimnames,name}]",5
"[l{?}]/[animated.grob,points,grob,gDesc]/[{names}]",1
"[M{D}]/[, Surv]/[{dim,dimnames,type}, {dim,dimnames}]",4
"[data.frame]/[bn.cpdist]/[{method,names,row.names}]",2
"[C, error, sC]/[]/[{}]",25
"[M{D}]/[loadings]/[{dim,dimnames}]",26
"[sF]/[bm, rbm,bm]/[{argn,cache,model,srcref}, {argn,srcref}]",1
"[l{?}]/[summary.regtst]/[{names}]",3
"[M{D}, sF, unevaled]/[]/[{dim}, {}]",2
"[l{?}]/[bagplot]/[{names}]",3
"[l{?}]/[ivbounds]/[{names}]",2
"[l{D}]/[fissiontracks]/[{names}]",13
"[M{D}]/[distancematrix]/[{dim}]",2
"[l{?}]/[connect_boxes,lines,grob,gDesc]/[{line,names}]",2
"[sS]/[LarsPath]/[{addIndex,coefficient,dropIndex,error,fusion,ignored,l1norm,lambda,meanX,mu,nbStep,p,variable}]",7
"[M{D}, M{C}]/[zoo]/[{dim,index}, {dim,dimnames,index}]",1
"[D, l{?}, l{l{?}}]/[, T3Clusf, akmeans,kmeans, cl_dendrogram_ensemble,cl_hierarchy_ensemble,cl_ensemble, cl_partition_by_class_ids,cl_hard_partition,cl_partition, cl_partition_by_memberships,cl_partition, cl_partition_ensemble,cl_ensemble, dist, fclust, hclust, kmeans, lsbclust_sim_part]/[{call,Diag,Labels,method,Size,Upper}, {n_of_objects,names}, {n_of_objects}, {names}]",1
"[l{?}]/[]/[{constraints,modifiers,names}]",1
"[sE]/[process,R6, r_process,process,R6]/[{}]",5
"[l{sS}, missing, sC, sS]/[, Extent, RasterBrick, RasterLayer, RasterStack, SpatialGridDataFrame]/[{bbox,data,grid,proj4string}, {crs,data,extent,file,history,legend,ncols,nrows,rotated,rotation,title,z}, {crs,extent,filename,history,layers,ncols,nrows,rotated,rotation,title,z}, {names}, {xmax,xmin,ymax,ymin}, {}]",1
"[sC, l{L}, sF, sL, l{D}, sN, l{l{?}}, l{?}]/[]/[{}, {names}, {srcref}]",1
"[l{?}]/[pplace]/[{names}]",9
"[M{D}]/[, mts,ts, ts]/[{dim,tsp}, {dim}]",1
"[l{?}]/[summary.MixMod]/[{names}]",3
"[M{D}, D, data.frame]/[colorSpec]/[{dim,dimnames,metadata,quantity,step.wl,wavelength}, {metadata,names,quantity,row.names,wavelength}, {metadata,names,quantity,row.names,step.wl,wavelength}, {metadata,quantity,specname,wavelength}, {metadata,quantity,specname,step.wl,wavelength}, {metadata,names,quantity,row.names,step.wl}, {metadata,names,quantity,row.names}]",1
"[l{?}]/[hit]/[{names}]",2
"[D, I, data.frame, sS]/[, HelloWorld]/[{.xData,ending.seed}, {ending.seed,names,row.names,starting.seed}, {ending.seed,names,row.names}, {ending.seed,starting.seed}, {ending.seed}]",1
"[M{D}]/[]/[{dim,dimnames}, {dim,scaled:center,scaled:scale}]",4
"[sE]/[environment]/[{handlers}, {}]",4
"[l{?}, l{l{?}}]/[, theme,gg]/[{complete,names,validate}, {}]",1
"[sD, M{D}, D]/[, Surv]/[{}, {dim,dimnames,inputAttributes,states,type}, {dim,dimnames,inputAttributes,type}, {dim,dimnames}, {dim,dimnames,type}, {names}]",1
"[l{?}]/[LinStatExpCov1d,LinStatExpCov]/[{names}]",2
"[D, M{D}]/[, array, table]/[{dim,dimnames}]",1
"[l{l{?}}, sC]/[, Rd]/[{meta,prepared,Rdfile,srcref}, {}]",1
"[D]/[]/[{units}]",1
"[l{?}]/[MonteCarloSimulations]/[{names}]",6
"[M{D}]/[, mts,ts]/[{dim,dimnames,tsp}, {dim,dimnames}, {dim}]",1
"[l{D}]/[Gaussian Mixture Models]/[{names}]",1
"[D, I, data.frame]/[]/[{names,row.names}, {names}, {levels,names}]",1
"[sD, D, sX, X]/[]/[{}]",2
"[D, sI, I]/[]/[{levels,m}]",1
"[l{D}]/[mcNemar]/[{names}]",2
"[l{?}]/[muleMan]/[{names}]",1
"[l{D}, l{l{?}}, l{?}]/[summary.modelStruct]/[{names}]",2
"[l{l{?}}, sD]/[POSIXct,POSIXt, POSIXlt,POSIXt]/[{names,tzone}, {tzone}, {}]",1
"[l{?}]/[agnes,twins, diana,twins]/[{names}]",5
"[sE]/[Bar,R6]/[{}]",2
"[l{D}]/[goftime]/[{}]",2
"[l{?}]/[qsr,indicator]/[{names}]",3
"[D, sS]/[, RMmodel]/[{call,name,par.general,par.model,submodels}, {names}]",1
"[C, D, l{X}, M{I}, I, language, L, error, l{I}, R, M{X}, X, l{C}, data.frame, l{?}, M{D}, sC, sD, sE, sF, sI, sL, l{D}, sN, raw_NA]/[, ordered, environment, array, nfnGroupedData,nfGroupedData,groupedData, mts,ts, formula, dist, srcfilecopy,srcfile, srcref, table, ts]/[{}, {call,Diag,Labels,Size,Upper}, {dim}, {dim,dimnames}, {levels}, {names}, {formula,labels,names,outer,row.names,units}, {formula,labels,names,row.names,units}, {Labels,Size}, {srcfile}, {.Environment}, {dim,dimnames,tsp}, {names,row.names}, {tsp}, {names,reference,row.names}]",1
"[l{D}]/[tdistribution,probabilitydistribution]/[{names}]",8
"[sC, sD, sN, l{C}, l{?}]/[, FutureResult, simple.list]/[{}, {names}]",1
"[D, M{D}, missing, sD]/[]/[{dim}, {}]",1
"[l{?}]/[LKinfo,LKRing]/[{names}]",5
"[sS]/[DAG]/[{allpvalues,alpha,implications,isadjusted,leaf_based_sets,method,rejected,sets,twoway}]",4
"[l{?}]/[cobs]/[{names}]",9
"[l{?}, l{D}]/[SampleSpecDiffFreq]/[{names}]",2
"[D, M{D}, sD]/[]/[{assign,contrasts,dim,dimnames}, {assign,dim,dimnames}, {dim,dimnames}, {names}, {}]",1
"[D, I, sF]/[, Date]/[{}]",2
"[l{l{?}}]/[, hzar.obsDataGroup]/[{names}, {}]",1
"[l{D}]/[aquaenv]/[{names}]",2
"[l{D}]/[cin]/[{}]",1
"[l{?}]/[OutputsModel,daily,GR]/[{names}]",4
"[sF]/[rscalaBridge]/[{details,srcref}]",5
"[M{D}, sN]/[]/[{}, {dim,dimnames}]",14
"[sS, M{D}]/[, SpatialPoints]/[{bbox,coords,proj4string}, {dim,dimnames}]",1
"[sD, I]/[]/[{}]",3
"[sF]/[standardGeneric]/[{default,generic,group,package,signature,skeleton,srcref,valueClass}]",255
"[I, sD]/[]/[{unit}, {}]",28
"[l{?}]/[princals,gifi]/[{names}]",3
"[externalptr]/[externalptr,trie,logical_trie]/[{}]",1
"[C]/[dplyr_sel_vars]/[{groups}]",1
"[l{D}]/[CADM.global]/[{names}]",1
"[C, M{D}, D, M{I}, I, M{C}, L, l{l{?}}, sC, sD, l{I}, l{L}, sI, sL, l{D}, l{C}, sN, raw_NA, data.frame, l{?}]/[, array, POSIXct,POSIXt]/[{}, {dim}, {names,row.names}, {names}]",1
"[M{D}, M{I}, sI]/[]/[{dim}]",1
"[C, language, sC, sF]/[, formula]/[{.Environment}, {}]",1
"[D, I]/[GRtime]/[{format}, {names}, {}]",1
"[C, D, I, L, sC, sD, sL]/[]/[{}]",1
"[l{?}]/[erpath]/[{names}]",1
"[C, sC]/[]/[{skip_formatter}, {}]",1
"[M{D}, l{l{?}}]/[]/[{}, {dim,dimnames}]",1
"[l{?}]/[ncvreg]/[{names}]",3
"[M{C}, M{D}, M{I}]/[]/[{dim}]",2
"[D, l{?}, l{D}, l{sN}, sD, sF, sN]/[]/[{name,srcref}, {names}, {}]",1
"[l{l{?}}]/[hmeasure]/[{data,names}]",2
"[sD, D, sI]/[]/[{}, {names}]",2
"[sC, sD, sF, C, sL, I, language, sN, error, data.frame, l{l{?}}, l{?}]/[, hpi, FitInactivation, grViz,htmlwidget, spec_tbl_df,tbl_df,tbl, call, grouped_df,tbl_df,tbl, tbl_df,tbl, GSODR.Info,tbl_df,tbl, FitInactivationMCMC, knitr_kable, keyed_df,tbl_df,tbl, gg,ggplot, rtdata,hpidata, kableExtra,knitr_kable, cbar]/[{}, {names,problems,row.names,spec}, {format}, {groups,na.action,names,problems,row.names}, {assertr_in_chain_error_fun_override,assertr_in_chain_success_fun_override,names,row.names}, {keys,names,row.names}, {names,package}, {format,header_above}, {names,period_table,row.names}, {names}, {dataset,last_updated,names,row.names}, {names,problems,row.names}, {GSODR.Inventory,names,row.names}, {last_updated,names,row.names,spec}, {names,row.names}]",1
"[M{I}, l{?}, l{D}]/[, eigen, lm, qr]/[{dim,dimnames}, {names}, {}]",1
"[l{D}, raw_NA, sD]/[]/[{}]",3
"[D, M{D}]/[, mts,ts]/[{dim,dimnames,tsp}, {dim,dimnames}, {dim}, {}]",1
"[l{?}]/[treeshape]/[{names}]",25
"[l{C}, sC]/[, form_file]/[{names}, {}]",1
"[l{l{?}}]/[l1celist]/[{assign,call,sweep.out,terms,X.stds,xtx}]",6
"[l{l{?}}, l{?}]/[l1ce, l1celist]/[{assign,call,sweep.out,terms,X.stds,xtx}, {names}]",1
"[l{sF}]/[hedgehog.internal.gen]/[{names}]",28
"[data.frame]/[]/[{decomposition,i,k,names,row.names}, {decomposition,i,k,long,names,row.names}]",2
"[D, sL, raw_NA, L]/[, bench_time]/[{}, {names}]",1
"[D, M{D}, sD, sI]/[, 3vel,vec]/[{dim,dimnames}, {dim}, {}]",1
"[sC, sD, sI]/[, loglevel]/[{levels}, {}]",1
"[l{?}, sC]/[simpleError,condition, try-error]/[{condition}, {names}]",3
"[l{?}]/[, handl]/[{file,from,many,names,source_type}, {names}]",5
"[D, M{D}, error, sD]/[]/[{dim,dimnames}, {names}, {}]",1
"[sD, D, data.frame, l{?}]/[, lm]/[{__log__,names,row.names}, {}, {names,row.names}, {names}]",1
"[sD, sF, sI]/[, standardGeneric]/[{default,generic,group,package,signature,skeleton,valueClass}, {}]",1
"[l{?}]/[suff_stat]/[{names}]",3
"[M{D}]/[]/[{dim,dimnames,remove.action}, {dim,dimnames}]",2
"[D]/[]/[{levels}]",1
"[l{?}]/[ROC]/[{names}]",4
"[error, l{?}]/[, lm]/[{names}, {}]",1
"[l{D}, l{L}, l{Y}, l{sN}]/[]/[{names}]",1
"[D, error]/[, POSIXct,POSIXt]/[{tzone}, {}]",1
"[sF]/[prdfn,fn]/[{conditions,mappings}]",3
"[D, language, l{?}, l{D}]/[, formula, pdDiag,pdMat]/[{.Environment}, {Dimnames,formula}, {names}]",1
"[D, I, L, sD, sN]/[]/[{}]",1
"[M{D}]/[]/[{dim,dimnames,names}]",3
"[l{D}, l{sN}]/[]/[{names}, {}]",1
"[sS]/[ArtCohort]/[{baseline,follow.up,parameters,parametersCovariances,size,states.number,time.to.state,timeToTransition,transitionFunctions}]",1
"[sS]/[LabelEncoder.Character, LabelEncoder.Factor, LabelEncoder.Numeric, OneHotEncoder]/[{classes,mapping,type}, {column_encoders,n_columns,n_values}]",1
"[l{?}]/[ltm, rasch]/[{names}]",1
"[Y, error, language, l{C}, sC, sD, sE, sF]/[, call, environment, name]/[{name,path}, {name}, {}]",1
"[l{language}, sF]/[, quosures]/[{names}, {}]",1
"[language]/[pFormula,Formula,formula]/[{.Environment,lhs,rhs}]",7
"[l{?}]/[Alignment]/[{names}]",1
"[l{?}]/[summary.genotype]/[{names}]",3
"[sD, M{D}, D, M{I}, I, raw_NA, L, M{C}]/[zooreg,zoo, zoo]/[{frequency,index,names}, {frequency,index}, {dim,index}, {dim,dimnames,frequency,index}, {index}, {index,names}, {dim,dimnames,index}]",1
"[data.frame]/[mlogit.data]/[{choice,index,names,row.names,terms}]",6
"[l{?}]/[errprof]/[{errall,names}]",1
"[sS]/[AggExResult]/[{call,clusters,exemplars,height,l,labels,maxNoClusters,merge,order,sel,sim}]",1
"[M{D}]/[]/[{assign,dim,dimnames,na.action}, {assign,dim,dimnames}, {dim}]",1
"[M{C}, M{D}, M{I}]/[cenTS,xts,zoo, deficit,xts,zoo, xts,zoo]/[{.CLASS,.CLASSnames,.indexCLASS,.indexTZ,.RECLASS,.tsp,dim,index,tclass,tzone}, {.CLASS,.indexCLASS,.indexTZ,dim,dimnames,index}, {.indexCLASS,.indexTZ,censoring.rate,dim,dimnames,index,tclass,tzone,value.name,xreg}, {.indexCLASS,.indexTZ,deltat,dim,dimnames,hyearstart,index,institution,river,station,tclass,tzone,unit,unit.parsed}, {.indexCLASS,.indexTZ,dim,dimnames,hyearstart,index,institution,river,station,tclass,tzone,unit,unit.parsed}, {.indexCLASS,.indexTZ,dim,dimnames,index,Price}, {.indexCLASS,.indexTZ,dim,dimnames,index,src,tclass,tzone,updated}, {.indexCLASS,.indexTZ,dim,dimnames,index,symbol,tclass,tzone}, {.indexCLASS,.indexTZ,dim,dimnames,index,tclass,tzone}, {.indexCLASS,.indexTZ,dim,dimnames,index}, {.indexCLASS,.indexTZ,dim,index,src,tclass,tzone,updated}, {.indexCLASS,.indexTZ,dim,index,tclass,tzone}]",1
"[L, sF, sL]/[]/[{names}, {srcref}, {}]",1
"[l{?}, l{C}]/[]/[{names}, {}]",56
"[l{?}]/[summary.gp]/[{names}]",2
"[l{?}]/[ivprobit]/[{names}]",2
"[l{l{?}}]/[multiPhylo]/[{TipLabel}, {}]",2
"[sC, C]/[stdAtomic]/[{}]",1
"[sC, C, M{C}, data.frame]/[]/[{}, {dim,dimnames}, {names,row.names}]",1
"[D, I]/[, igraph.vs]/[{env,graph}, {}]",1
"[l{?}]/[CADM.post]/[{names}]",1
"[D, I, sD]/[, Date]/[{}]",2
"[data.frame]/[, nmGroupedData,groupedData, wlai]/[{formula,formulaList,FUN,na.action,names,order.groups,row.names}, {names,row.names}]",1
"[C, D, I, L, M{C}, M{D}, M{I}, M{L}, data.frame, expression, externalptr, language, l{?}, l{C}, l{D}, l{I}, l{L}, l{Y}, l{externalptr}, l{language}, l{l{?}}, l{sS}, pairlist, sC, sD, sF, sI, sL, sN, sS]/[, 3vel,vec, 4mom,vec,nullvec, 4vel,vec, Date, HTMLInternalDocument,XMLInternalDocument,XMLAbstractDocument, MethodsFunction, RasterLayer, SpatialPoints, SpatialPolygons, XMLNodeSet, arr_mask,array, array, big, billboarder,htmlwidget, call, cimg,imager_array, cycle_counts,tbl_df,tbl, data.table, dygraphs,htmlwidget, elnet,glmnet, formula, gList, geolinestring,geojson, geomultilinestring,geojson, geomultipoint,geojson, geopoint,geojson, glm,lm, glue, grapherator, grouped_df,tbl_df,tbl, htmlTable, icd10cm,icd10, icd9, icd_long_data, icd_wide_data, igraph, igraph.vs, ijtiff_img,array, imlist, jqr, jqson, jsonstat.compress.plan, knitr_kable, lazy_dots, microbenchmark, mime, oscope, pairlist, pixset,imager_array, polygon,grob,gDesc, raster, response, stack_threshed_img,array, table, tbl_df,tbl, terms,formula, text,grob,gDesc, th, threshed_arr,ijtiff_img,array, unit, unit.list,unit, visNetwork,htmlwidget, xml_document,xml_node, xml_nodeset, {]/[{...}, {.Environment,factors,intercept,order,response,term.labels,variables}, {.Environment}, {.internal.selfref,names,row.names}, {alpha,dim}, {autothresh_method,ignore_black,ignore_na,ignore_white}, {axis,center_points,end_points,left_points,names,right_points}, {bbox,comment,plotOrder,polygons,proj4string}, {bbox,coords,proj4string}, {bits_per_sample,color_space,compression,dim,length,orientation,planar_config,resolution_unit,rows_per_strip,sample_format,samples_per_pixel,width,x_resolution,y_resolution}, {bits_per_sample,color_space,compression,dim,length,planar_config,rows_per_strip,sample_format,samples_per_pixel,software,thresh,width}, {bits_per_sample,color_space,compression,dim,length,planar_config,rows_per_strip,sample_format,samples_per_pixel,software,width}, {byclass,info}, {coords,no_lines,no_nodes_each_line}, {coords}, {crs,data,extent,file,history,legend,ncols,nrows,rotated,rotation,title,z}, {data,unit,valid.unit}, {dim,dimnames}, {dim,fail_value,stack_thresh_method,thresh}, {dim,threshold}, {dim,thresh}, {dim}, {env,graph,names}, {format}, {groups,names,row.names}, {icd_short_diag}, {levels}, {names,out.attrs,row.names}, {names,package}, {names,problems,row.names,spec}, {names,row.names}, {names}, {srcref}, {unit,valid.unit}, {}]",1
"[I, error, missing, sD, sI]/[]/[{}]",1
"[l{l{?}}]/[gapdata]/[{names}]",3
"[externalptr]/[curl_handle]/[{}]",7
"[D, M{C}, M{D}, M{I}, M{L}, sC, sD, sI]/[cenTS,xts,zoo, deficit,xts,zoo, xts,zoo]/[{.CLASS,.CLASSnames,.indexCLASS,.indexTZ,.RECLASS,.tsp,dim,index,tclass,tzone}, {.CLASS,.indexCLASS,.indexTZ,.RECLASS,index,tclass,tzone}, {.CLASS,.indexCLASS,.indexTZ,dim,dimnames,index,tclass,tzone}, {.CLASS,.indexCLASS,.indexTZ,dim,dimnames,index}, {.CLASS,.indexCLASS,.indexTZ,dim,index,tclass,tzone}, {.indexCLASS,.indexTZ,Ask,AskSize,Bid,BidSize,dim,dimnames,index}, {.indexCLASS,.indexTZ,censoring.rate,dim,dimnames,index,tclass,tzone,value.name,xreg}, {.indexCLASS,.indexTZ,deltat,dim,dimnames,hyearstart,index,institution,river,station,tclass,tzone,unit,unit.parsed}, {.indexCLASS,.indexTZ,dim,dimnames,hyearstart,index,institution,river,station,tclass,tzone,unit,unit.parsed}, {.indexCLASS,.indexTZ,dim,dimnames,index,Price,tclass,tzone}, {.indexCLASS,.indexTZ,dim,dimnames,index,Price}, {.indexCLASS,.indexTZ,dim,dimnames,index,na.action,symbol,tclass,tzone}, {.indexCLASS,.indexTZ,dim,dimnames,index,na.action,tclass,tzone}, {.indexCLASS,.indexTZ,dim,dimnames,index,src,tclass,tzone,updated}, {.indexCLASS,.indexTZ,dim,dimnames,index,symbol,tclass,tzone}, {.indexCLASS,.indexTZ,dim,dimnames,index,tclass,tzone}, {.indexCLASS,.indexTZ,dim,dimnames,index}, {.indexCLASS,.indexTZ,dim,index,src,tclass,tzone,updated}, {.indexCLASS,.indexTZ,dim,index,tclass,tzone}, {.indexCLASS,.indexTZ,dim,index}, {.indexCLASS,.indexTZ,index,tclass,tzone}]",1
"[l{?}, l{C}, l{D}, l{I}, l{L}, l{sS}, sS]/[, CompressedCharacterList, CompressedGRangesList, CompressedIRangesList, CompressedIntegerList, CompressedLogicalList, CompressedNumericList, CompressedSplitDataFrameList, GRanges, IRanges, PartitioningByEnd, PartitioningByWidth, RleViews]/[{elementMetadata,elementType,end,metadata,NAMES}, {elementMetadata,elementType,metadata,NAMES,start,width}, {elementMetadata,elementType,metadata,NAMES,width}, {elementMetadata,elementType,metadata,partitioning,unlistData}, {elementMetadata,elementType,metadata,ranges,seqinfo,seqnames,strand}, {elementMetadata,elementType,metadata,ranges,subject}, {names}, {}]",1
"[l{?}]/[confset]/[{names}]",2
"[l{?}]/[fit.mle.mk2,fit.mle]/[{func,names}]",2
"[l{D}]/[m_coefs]/[{names}]",3
"[I, sI]/[igraph.vs]/[{env,graph}]",1
"[sE]/[ClassSelector,R6, CombinedSelector,R6, Element,R6, Function,R6, Hash,R6, Selector,R6]/[{}]",1
"[l{I}, sD, sI]/[]/[{}]",1
"[l{?}, l{l{?}}]/[, cph,rms,coxph]/[{names}, {}]",1
"[D, M{D}, sD]/[integer64]/[{dim,dimnames}, {dim}, {names}, {}]",1
"[l{?}, l{L}, l{sN}, sN]/[, request]/[{names}, {}]",1
"[sF]/[cubvcdf, cubvpdf]/[{a,b}]",1
"[l{l{?}}]/[XMLNode,RXMLAbstractNode,XMLAbstractNode,oldClass]/[{names}]",1
"[sE, sN]/[, R6ClassGenerator]/[{name}, {}]",1
"[l{?}]/[lm, nnet.formula,nnet]/[{names}]",2
"[sS, L]/[, CompressedLogicalList]/[{}, {elementMetadata,elementType,metadata,partitioning,unlistData}]",1
"[sC, sD, C, D, sI, I, raw_NA]/[, POSIXct,POSIXt]/[{}, {tzone}, {levels}]",1
"[l{?}]/[compana]/[{names}]",2
"[l{?}]/[survdiff]/[{names}]",1
"[data.frame, l{?}]/[, relop_extend,relop, data.table, relop_non_sql,relop]/[{.internal.selfref,names,row.names}, {names,row.names}, {names}]",4
"[l{?}, sF]/[, gamlss,gam,glm,lm]/[{names}, {}]",1
"[sC, C, l{?}]/[]/[{names}]",2
"[D, M{D}, l{D}]/[, array, mts,ts, ts]/[{dim,dimnames,seriesNames,tsp}, {dim,dimnames,tsp}, {dim,dimnames}, {dim,seriesNames,tframe}, {dim,seriesNames}, {dim}, {names}, {}]",1
"[D, I, l{I}, sI, sS]/[, CompressedIRangesList, CompressedIntegerList, GRanges, IRanges]/[{elementMetadata,elementType,metadata,NAMES,start,width}, {elementMetadata,elementType,metadata,partitioning,unlistData}, {elementMetadata,elementType,metadata,ranges,seqinfo,seqnames,strand}, {names}, {}]",1
"[l{?}]/[http_403,http_400,http_error,condition, http_505,http_500,http_error,condition, http_404,http_400,http_error,warning,condition, http_300,http_error,warning,condition, http_200,http_error,message,condition, http_404,http_400,http_error,condition]/[{names}]",1
"[l{D}]/[reStruct]/[{names,plen,settings}]",19
"[M{D}, error]/[]/[{dim,dimnames}, {}]",7
"[M{D}, sF]/[]/[{dim,dimnames}, {dim}, {}]",5
"[sS]/[hommel]/[{adjusted,jumpalpha,p,simes,simesfactor,sorter}]",1
"[l{?}]/[LCcluster]/[{names}]",3
"[sC, sF, error, data.frame, l{?}]/[, gpmap, tbl_df,tbl]/[{}, {names,row.names}, {names}, {srcref}]",1
"[l{l{?}}]/[tuple]/[{}]",6
"[sF, sL]/[]/[{}]",67
"[l{I}, l{sN}]/[]/[{}]",3
"[sC]/[]/[{}, {names}]",11
"[M{D}]/[meanscomp]/[{col,column.label,column.name,dim,dimnames,f,maxlevels,row.label,row.name,width,x}]",1
"[l{?}]/[CombIncrease_next]/[{names}]",2
"[M{C}, M{D}]/[xts,zoo]/[{.indexCLASS,.indexTZ,dim,dimnames,hyearstart,index,institution,river,station,tclass,tzone,unit,unit.parsed}, {.indexCLASS,.indexTZ,dim,dimnames,index,Price}, {.indexCLASS,.indexTZ,dim,index,tclass,tzone}]",1
"[l{?}]/[mplus.tech9]/[{}]",1
"[l{?}, missing]/[, theta]/[{names}, {}]",1
"[l{?}]/[UnivariateObject]/[{names}]",2
"[sC, externalptr]/[, NativeSymbol]/[{}]",1
"[M{D}]/[, neig]/[{call,degrees,dim,dimnames}, {call,degrees,dim}, {dim}]",1
"[sC, C, M{C}]/[]/[{}, {dim}, {dim,dimnames}]",1
"[M{D}]/[]/[{dim,dimnames,scaled:center,scaled:scale}]",48
"[D, l{l{?}}, sD]/[POSIXct,POSIXt, POSIXlt,POSIXt]/[{names,tzone}, {tzone}, {}]",1
"[l{?}, l{C}, sN]/[]/[{}]",4
"[sC, sI, data.frame]/[]/[{}, {names,row.names}]",1
"[l{?}]/[pfc, summarypfc]/[{names}]",1
"[sS]/[AbscontDistribution, AffLinAbscontDistribution, Dirac, Norm]/[{.finSupport,.logExact,.lowerExact,.withArith,.withSim,d,img,lattice,p,param,q,r,support,Symmetry}, {.logExact,.lowerExact,.withArith,.withSim,a,b,d,gaps,img,p,param,q,r,Symmetry,X0}, {.logExact,.lowerExact,.withArith,.withSim,d,gaps,img,p,param,q,r,Symmetry}]",1
"[l{C}, M{C}]/[]/[{}, {dim}]",3
